"","Shom_PJ_029","Shom_PJ_030","Shom_PJ_031","Shom_PJ_032","Shom_PJ_033","Shom_PJ_034","Shom_PJ_035","Shom_PJ_036","Shom_PJ_037"
"Shom_DM21D06_00345",32533,32027,39117,8256,8544,11134,6733,10292,8417
"Shom_DM21D06_00346",9585,8976,9259,11743,17528,10543,26773,41877,26785
"Shom_DM21D06_00347",64648,62411,76847,62872,86333,64068,70578,93733,86494
"Shom_DM21D06_00348",9844,9363,11316,25065,24716,27869,14883,22183,23540
"Shom_DM21D06_00349",1480,1457,1478,3299,3373,3441,2345,3226,3450
"Shom_DM21D06_00350",18301,17644,22370,33438,36746,55866,32047,41307,38128
"Shom_DM21D06_00351",4110,3788,5105,2840,4144,2808,3254,4642,3467
"Shom_DM21D06_00352",6852,6507,8964,9826,9097,14340,9892,12849,11694
"Shom_DM21D06_00353",132509,133490,211947,231136,270004,140442,121858,182918,193746
"Shom_DM21D06_00354",13080,13482,19064,24707,29626,14917,14352,19469,21832
"Shom_DM21D06_00355",74635,75406,113439,170732,191081,103214,77665,116266,133709
"Shom_DM21D06_00356",121607,120173,187081,318480,348173,193209,141282,211930,261062
"Shom_DM21D06_00357",9190,8591,13577,17387,17939,24593,17332,23016,23658
"Shom_DM21D06_00358",7190,6981,10621,14436,15489,20761,14709,20284,19656
"Shom_DM21D06_00359",2108,2022,3493,1561,1538,1923,1280,2032,2354
"Shom_DM21D06_00360",1217,1176,1693,2399,2902,2257,1992,3257,2797
"Shom_DM21D06_00361",76622,74473,101755,95815,123514,88148,119642,160057,111593
"Shom_DM21D06_00362",20119,19217,24459,14904,20906,16393,17664,26798,21289
"Shom_DM21D06_00363",6702,6614,7887,6413,7445,7858,6660,9317,8111
"Shom_DM21D06_00364",6359,6223,7664,3002,5083,3943,4984,7528,5148
"Shom_DM21D06_00365",1013,1029,1101,633,682,708,643,1055,760
"Shom_DM21D06_00366",16,24,14,10,13,14,18,18,16
"Shom_DM21D06_00367",93455,88337,87430,109442,120944,105945,110972,149469,123470
"Shom_DM21D06_00368",24735,24366,17208,29228,34014,22096,32684,41181,27548
"Shom_DM21D06_00369",106421,101188,69759,115014,134647,77729,120787,154595,95047
"Shom_DM21D06_00370",65392,66394,45666,70040,82318,52374,76016,94234,57408
"Shom_DM21D06_00371",46022,45238,38218,49491,55881,44529,52214,71157,46171
"Shom_DM21D06_00372",26617,24582,34368,4853,6528,6410,4789,8144,6534
"Shom_DM21D06_00373",3327,2843,5302,9068,7696,26152,6828,8622,10659
"Shom_DM21D06_00374",415,368,603,713,889,659,609,834,697
"Shom_DM21D06_00375",30977,29224,42797,43640,35643,55915,20047,31007,43989
"Shom_DM21D06_00376",14726,14368,16747,21529,16770,23361,10033,14556,21651
"Shom_DM21D06_00377",26745,25741,27570,41285,31660,38563,18565,28232,40342
"Shom_DM21D06_00378",4239,4273,7103,5529,5632,6774,6693,9945,7260
"Shom_DM21D06_00379",896,898,1417,1280,1307,1504,1687,2319,1656
"Shom_DM21D06_00380",48253,46984,68172,54304,64799,62388,45816,59435,53012
"Shom_DM21D06_00381",7855,7829,10622,6074,7709,4975,6169,8830,5760
"Shom_DM21D06_00382",16489,14888,24366,14592,16589,18405,14204,19900,21816
"Shom_DM21D06_00383",7160,6607,10902,7229,8283,9017,15828,20993,18539
"Shom_DM21D06_00384",6452,6255,9172,8175,9071,9116,7028,10017,9762
"Shom_DM21D06_00385",28863,26829,43802,146181,141436,236218,82397,104727,105626
"Shom_DM21D06_00386",2017,1952,3332,3647,4293,4266,2701,4409,3578
"Shom_DM21D06_00387",5840,5862,8814,5128,7289,5558,5621,8093,6108
"Shom_DM21D06_00388",2459,2327,3901,6952,5274,20193,4413,6254,5612
"Shom_DM21D06_00389",2582,2435,3786,1431,1866,1466,1478,2462,2036
"Shom_DM21D06_00390",3904,3749,5770,2526,3098,4474,2006,3642,2901
"Shom_DM21D06_00391",553,512,643,454,579,944,609,738,473
"Shom_DM21D06_00392",1257,1251,1817,390,574,596,820,1367,580
"Shom_DM21D06_00393",1689,1665,2529,441,663,786,1094,1782,859
"Shom_DM21D06_00394",2200,2038,3740,3506,3661,9422,4116,5107,4462
"Shom_DM21D06_00395",149,149,170,207,282,386,141,215,213
"Shom_DM21D06_00396",4405,3959,6765,8006,7066,16839,4288,6613,5941
"Shom_DM21D06_00397",312,226,358,715,777,664,559,758,488
"Shom_DM21D06_00398",15236,15307,24347,9552,12130,11059,13592,19510,15705
"Shom_DM21D06_00399",40,38,48,33,46,44,39,70,57
"Shom_DM21D06_00400",868,835,1491,996,1181,1180,762,1134,911
"Shom_DM21D06_00401",1358596,1184765,2406597,2222797,2188045,3598748,1600572,2322586,2166544
"Shom_DM21D06_00402",7526,7153,7019,10207,11826,12474,10091,12071,11886
"Shom_DM21D06_00403",51961,49322,39748,81863,90141,83081,61389,81406,68692
"Shom_DM21D06_00404",12702,12328,10086,26406,27823,30373,20811,26045,21250
"Shom_DM21D06_00405",4775,4715,6053,5703,6924,7696,5808,7522,6690
"Shom_DM21D06_00406",4951,4374,5606,4813,6469,4772,4600,6893,5069
"Shom_DM21D06_00407",321661,310793,248018,144817,196278,184105,185827,238536,178651
"Shom_DM21D06_00408",346636,334928,203011,89225,101525,88793,79879,99927,74897
"Shom_DM21D06_00409",169137,164059,103812,45577,49544,48691,37986,49491,39221
"Shom_DM21D06_00410",121781,113567,88307,17865,22203,24198,22404,27889,25499
"Shom_DM21D06_00411",890013,848265,1266991,72554,89918,147419,78747,111934,127531
"Shom_DM21D06_00412",155086,146902,226604,23729,29151,52628,29755,40927,44209
"Shom_DM21D06_00413",534,465,878,1998,1620,4572,1222,1659,1766
"Shom_DM21D06_00414",14621,13914,25534,17801,18205,28958,11868,20128,19461
"Shom_DM21D06_00415",1,0,0,0,2,1,1,1,1
"Shom_DM21D06_00416",13276,12267,17784,11814,16633,15121,14564,19063,19992
"Shom_DM21D06_00417",572,524,733,531,697,772,543,815,806
"Shom_DM21D06_00418",30359,28554,41478,28023,33336,38849,30271,42104,36636
"Shom_DM21D06_00420",5307,5219,4070,6104,7290,4296,5747,7798,5276
"Shom_DM21D06_00421",10063,9374,6930,11188,13230,6257,10853,14815,8666
"Shom_DM21D06_00422",4079,4102,3198,5217,5923,4122,5714,7326,4751
"Shom_DM21D06_00423",44159,43088,61735,29822,37857,34697,33266,47179,45059
"Shom_DM21D06_00424",6952,7117,9105,3084,4345,3620,3260,4950,4391
"Shom_DM21D06_00425",6102,6078,8132,4035,4979,4589,3887,5694,5040
"Shom_DM21D06_00426",10516,10236,13463,7940,9899,7807,8059,11668,9070
"Shom_DM21D06_00427",5155,4934,5572,4565,5866,3975,5265,7221,5150
"Shom_DM21D06_00428",29397,27964,25620,38883,50932,33198,39171,50087,42574
"Shom_DM21D06_00429",16083,15763,12899,24490,30067,23126,21872,27389,21226
"Shom_DM21D06_00430",1234,1219,1589,2458,3242,2087,2089,2661,2374
"Shom_DM21D06_00431",10203,9957,14728,22866,31103,18474,17999,24025,20585
"Shom_DM21D06_00432",5465,5257,7870,5032,5180,5845,4690,7110,7652
"Shom_DM21D06_00433",20958,20711,30933,27406,25262,33116,21358,30829,33754
"Shom_DM21D06_00434",18052,17224,23410,42635,30701,28828,27427,41226,52850
"Shom_DM21D06_00435",12879,12607,16776,13265,17404,12562,11972,16827,17109
"Shom_DM21D06_00436",44796,44332,59922,51973,61203,55626,43087,59292,61184
"Shom_DM21D06_00437",79493,78482,155761,389400,267817,876919,403354,534650,627443
"Shom_DM21D06_00438",712,693,1054,734,927,777,758,1093,928
"Shom_DM21D06_00439",691,673,949,379,517,380,572,924,589
"Shom_DM21D06_00440",230,264,314,171,240,193,248,392,239
"Shom_DM21D06_00441",37898,35390,52868,35567,44833,38150,35278,49660,36905
"Shom_DM21D06_00442",8306,8179,11826,6288,8807,5911,7873,11703,9397
"Shom_DM21D06_00443",16736,16381,24426,11105,14927,13479,11264,17019,14623
"Shom_DM21D06_00444",6007,5651,8539,1796,2850,2427,2641,3968,3070
"Shom_DM21D06_00445",5750,5558,6533,4884,5660,5170,4920,7031,6646
"Shom_DM21D06_00446",6753,6122,6496,4843,5978,5079,5584,8108,6605
"Shom_DM21D06_00447",42574,42334,51505,69023,63267,66339,42218,61783,60968
"Shom_DM21D06_00448",1234,1222,1589,2460,3245,2091,2093,2665,2376
"Shom_DM21D06_00449",10211,9957,14731,22873,31114,18489,18009,24038,20593
"Shom_DM21D06_00450",27220,24830,38081,31573,37876,41140,22626,32993,31902
"Shom_DM21D06_00451",16172,15259,25693,19805,21106,39276,17639,24640,23296
"Shom_DM21D06_00452",15637,14483,24915,12699,17679,12431,10002,15455,12940
"Shom_DM21D06_00453",7350,6975,9002,839,1629,916,1461,2571,1066
"Shom_DM21D06_00454",20389,19471,24807,12167,16511,11673,15423,23289,17545
"Shom_DM21D06_00455",5771,5500,6919,3626,4741,3617,4266,6115,4689
"Shom_DM21D06_00456",36045,34281,64796,5340,8768,7039,59261,92022,49169
"Shom_DM21D06_00457",8860,8795,16623,2221,2909,3216,20474,29662,15192
"Shom_DM21D06_00458",7107,6822,12785,2318,2659,4065,17520,25855,13065
"Shom_DM21D06_00459",5073,5034,9166,2511,2730,4164,14988,20726,10410
"Shom_DM21D06_00460",29333,29152,41289,36559,37472,30840,20438,29073,37033
"Shom_DM21D06_00461",62210,61467,88053,113630,105840,97835,48745,71539,103484
"Shom_DM21D06_00462",2313,2338,3023,4758,4564,3956,2534,3388,5310
"Shom_DM21D06_00463",13099,12665,20467,7346,10354,7265,8894,13539,9882
"Shom_DM21D06_00464",7768,7281,11640,3243,4786,3498,4178,6566,5038
"Shom_DM21D06_00465",34639,33854,54820,45123,49761,41373,32966,52277,59327
"Shom_DM21D06_00466",5817,5470,8986,14147,12776,24440,8678,11194,10783
"Shom_DM21D06_00467",3322,3183,4855,7060,9709,5745,5797,7640,6760
"Shom_DM21D06_00468",999,918,1203,1958,2492,1647,1551,1976,1817
"Shom_DM21D06_00469",6277,5938,8917,3752,3881,3566,3477,5291,4387
"Shom_DM21D06_00470",15729,14675,15767,35993,32745,37624,25898,36992,37879
"Shom_DM21D06_00471",22067,21468,29542,11188,14395,14406,15281,23534,20631
"Shom_DM21D06_00472",17432,16971,23480,10092,12390,12342,13056,19642,16565
"Shom_DM21D06_00473",25784,25361,37200,23430,24946,26588,17329,26726,25387
"Shom_DM21D06_00474",20411,20458,29255,21914,22314,25784,15224,23376,24999
"Shom_DM21D06_00475",10011,9484,14645,4875,6067,6147,6279,8973,7491
"Shom_DM21D06_00476",122488,113677,186921,111689,135604,112450,84861,127924,111906
"Shom_DM21D06_00477",9036,8484,12411,5445,8531,5861,7512,10723,8811
"Shom_DM21D06_00478",7026,6746,9624,4794,7245,4814,5860,8516,6607
"Shom_DM21D06_00479",2729,2672,4033,2051,3041,1948,2296,3444,2606
"Shom_DM21D06_00480",2540,2372,2525,1725,2089,1494,1713,2448,1980
"Shom_DM21D06_00481",5728,5347,6369,4472,5996,3734,4900,6929,5489
"Shom_DM21D06_00482",2781,2616,3856,2142,2930,2050,2504,3507,2895
"Shom_DM21D06_00483",10180,9274,14888,16303,23198,14552,10801,13165,17755
"Shom_DM21D06_00484",5852,5625,8509,8485,11962,8514,6377,7703,10177
"Shom_DM21D06_00485",6261,5840,9710,8078,11403,8687,5601,7161,10190
"Shom_DM21D06_00486",2937,3104,4566,2379,3223,3533,1802,2827,3800
"Shom_DM21D06_00487",12498,11911,18143,16997,19147,25762,14625,19798,21729
"Shom_DM21D06_00488",9042,8600,14518,16333,17764,18380,11081,16077,16151
"Shom_DM21D06_00489",4606,4212,5769,9031,11885,7450,7588,9768,8487
"Shom_DM21D06_00490",1363,1318,1697,2798,3723,2390,2416,3031,2677
"Shom_DM21D06_00491",48217,47762,66974,51144,48483,67140,36457,55649,63608
"Shom_DM21D06_00492",129679,117137,101253,53198,51990,46348,26819,35514,26856
"Shom_DM21D06_00493",22478,20240,14626,8277,9064,5630,5159,6770,4535
"Shom_DM21D06_00494",40751,35809,39374,17964,18747,16828,10453,14218,11986
"Shom_DM21D06_00495",6394,5944,9971,17189,18272,17406,10183,15137,13369
"Shom_DM21D06_00496",49903,47025,79905,135985,85861,249986,45390,69077,104578
"Shom_DM21D06_00497",4300,4437,6098,5207,5113,7164,4540,6270,6517
"Shom_DM21D06_00498",2914,3085,4430,1048,820,2256,581,1022,1589
"Shom_DM21D06_00499",6864,6795,10891,14214,14209,15645,9390,14438,12612
"Shom_DM21D06_00500",1591,1688,2589,2875,3383,3204,2168,3921,2827
"Shom_DM21D06_00501",3858,3616,5666,5825,6121,6273,3236,4857,5032
"Shom_DM21D06_00502",150925,144102,238795,85938,105349,85727,112225,173693,131099
"Shom_DM21D06_00503",6866,6904,9363,1866,2964,2480,2974,4349,3099
"Shom_DM21D06_00504",6949,6848,9075,2051,3203,2888,3291,4996,3549
"Shom_DM21D06_00505",16809,15377,14679,2754,6063,2770,7241,10054,5743
"Shom_DM21D06_00506",29156,27619,46334,63347,54368,136159,33522,47387,44199
"Shom_DM21D06_00507",1481,1357,2305,3813,3413,6318,2505,3404,3633
"Shom_DM21D06_00508",1912,1904,2974,6010,5119,6917,3509,4728,5508
"Shom_DM21D06_00509",4495,4259,6173,5834,5592,8115,4452,5983,7358
"Shom_DM21D06_00510",12459,11237,17887,15662,15414,21447,10478,14897,14810
"Shom_DM21D06_00511",5235,5090,7417,6301,7062,6744,4775,7452,7202
"Shom_DM21D06_00512",20,16,39,31,31,34,25,21,35
"Shom_DM21D06_00513",1795,1678,2642,2798,2716,4127,2170,3503,3704
"Shom_DM21D06_00514",1414,1375,1784,2994,3968,2554,2528,3206,2817
"Shom_DM21D06_00515",10249,9989,14769,23011,31331,18621,18112,24173,20707
"Shom_DM21D06_00516",17415,16690,25737,12386,18044,16012,16404,24069,25326
"Shom_DM21D06_00517",10881,9937,14531,11846,16293,13436,14521,20703,21084
"Shom_DM21D06_00518",7017,6770,9582,8432,11083,9042,10297,13901,13591
"Shom_DM21D06_00519",6069,5706,4753,18018,14997,19209,12412,19173,31949
"Shom_DM21D06_00520",15627,15593,22571,12353,18752,10803,16282,22803,17691
"Shom_DM21D06_00521",25129,24734,33805,18604,27980,16392,20828,30051,23184
"Shom_DM21D06_00522",2667,2518,3906,6439,5734,6877,3957,5969,4464
"Shom_DM21D06_00523",6598,6853,9946,6750,7655,9190,4576,7857,7571
"Shom_DM21D06_00524",1336,1268,1879,1041,1419,1044,1570,2435,1446
"Shom_DM21D06_00525",24826,23689,29554,24631,22765,28073,16884,24631,20431
"Shom_DM21D06_00526",64192,61620,82414,20849,33700,19198,33363,52203,23325
"Shom_DM21D06_00527",29630,29603,37410,12886,18791,11953,17229,25362,12907
"Shom_DM21D06_00528",7166,7152,10578,3314,5554,4060,5194,8197,7045
"Shom_DM21D06_00529",6046,5847,8478,3758,6295,3970,5521,8826,7698
"Shom_DM21D06_00530",4915,4921,6725,3039,5691,3284,6021,7854,6925
"Shom_DM21D06_00531",3884,3650,5223,2838,4956,2904,4959,6715,5692
"Shom_DM21D06_00532",6249,5722,9030,4824,7931,5433,6875,10788,8882
"Shom_DM21D06_00533",11443,10888,16160,13104,14453,14732,10580,15465,14021
"Shom_DM21D06_00534",28040,26898,35478,8752,13466,9757,11364,17467,10808
"Shom_DM21D06_00535",18996,18662,26387,19452,23370,22897,22727,32762,28846
"Shom_DM21D06_00536",19414,18528,30544,19095,23414,19032,26932,41216,32635
"Shom_DM21D06_00537",24389,22780,40506,28425,33026,28241,66582,98640,64860
"Shom_DM21D06_00538",4825,4665,7042,4804,4842,4241,3561,5296,5569
"Shom_DM21D06_00539",16386,16358,22633,6765,10898,7254,11256,17051,8367
"Shom_DM21D06_00540",25232,24329,38521,12245,18234,11424,17704,27040,18480
"Shom_DM21D06_00541",13377,13143,18694,9819,13143,9477,10842,15289,12580
"Shom_DM21D06_00542",17070,15345,27347,12968,16544,12955,13493,20595,17480
"Shom_DM21D06_00543",12000,11595,16439,9134,11415,9862,8350,13083,12766
"Shom_DM21D06_00544",6865,6579,8703,5265,6349,5720,4858,7030,7146
"Shom_DM21D06_00545",25960,24794,37541,17540,24030,18455,20720,29550,25240
"Shom_DM21D06_00546",22104,21628,28181,24384,29565,24350,24825,34926,33350
"Shom_DM21D06_00547",1978,1850,2705,3959,5353,3138,3482,4474,4006
"Shom_DM21D06_00548",1695,1484,1890,2752,3765,2116,2649,3349,2720
"Shom_DM21D06_00549",217,232,216,405,582,365,490,549,442
"Shom_DM21D06_00550",8935,8339,10914,8236,9503,9257,7384,10086,10403
"Shom_DM21D06_00551",2106,2030,2625,2450,2515,2087,1932,3252,2580
"Shom_DM21D06_00552",3786,3782,5362,3361,4030,3503,3343,4642,4244
"Shom_DM21D06_00553",32771,31709,38796,14027,19373,21051,21660,31147,27448
"Shom_DM21D06_00554",1002,947,818,307,513,437,570,792,612
"Shom_DM21D06_00555",544,507,374,167,252,250,400,508,369
"Shom_DM21D06_00556",1904,1822,1447,764,1097,1033,1343,2103,1424
"Shom_DM21D06_00557",3964,3842,2993,1659,2412,2316,3004,4188,2960
"Shom_DM21D06_00558",995,981,750,467,675,721,778,1148,758
"Shom_DM21D06_00559",1517,1476,1153,670,1037,1023,1209,1883,1168
"Shom_DM21D06_00560",8716,8197,7377,2510,4114,4405,5984,8343,5088
"Shom_DM21D06_00561",10319,10428,13126,2531,4162,4272,4401,6622,3974
"Shom_DM21D06_00562",202,218,384,293,289,485,290,347,354
"Shom_DM21D06_00563",220,208,369,281,286,455,238,312,363
"Shom_DM21D06_00564",3911,3777,6528,760,1031,983,883,1452,1148
"Shom_DM21D06_00565",682,600,861,1135,1487,947,1042,1334,1166
"Shom_DM21D06_00566",43,43,59,69,71,60,77,80,80
"Shom_DM21D06_00567",6,9,14,5,6,5,1,6,5
"Shom_DM21D06_00568",571,503,729,387,483,455,322,498,283
"Shom_DM21D06_00569",17785,17547,27635,14750,15931,29151,16637,23009,20654
"Shom_DM21D06_00570",8280,7651,14735,36422,25738,107424,32633,48465,47890
"Shom_DM21D06_00571",4661,4745,7050,2339,3161,3151,2912,4470,3370
"Shom_DM21D06_00572",99715,92268,180382,356955,302382,702499,184943,261794,247479
"Shom_DM21D06_00573",16792,16591,25843,10960,11726,12643,9572,15419,14074
"Shom_DM21D06_00574",4342,4356,5818,3392,3467,3668,3180,4509,4285
"Shom_DM21D06_00575",7251,7012,10031,6646,6261,8094,5708,8576,8432
"Shom_DM21D06_00576",16026,15248,24744,13132,16798,13080,18914,27267,20701
"Shom_DM21D06_00577",2969,2976,4927,3305,4071,3850,3038,4899,4715
"Shom_DM21D06_00578",2193,2092,3110,2987,3000,3117,2003,3163,3585
"Shom_DM21D06_00579",1475,1487,2184,2398,2626,2400,1655,2612,2934
"Shom_DM21D06_00580",34470,34162,47183,47484,51436,48308,34232,48990,54283
"Shom_DM21D06_00581",6835,6717,9176,9044,10503,9519,7447,10648,10745
"Shom_DM21D06_00582",387,352,517,382,457,550,333,524,413
"Shom_DM21D06_00583",247,256,259,146,206,165,162,253,262
"Shom_DM21D06_00584",565,543,833,273,302,447,264,443,422
"Shom_DM21D06_00585",87,90,115,56,41,86,46,92,90
"Shom_DM21D06_00586",4138,4000,5309,7134,8033,14313,9984,12275,12519
"Shom_DM21D06_00587",21517,21125,31089,39878,42239,82594,52552,69835,73272
"Shom_DM21D06_00588",13608,12889,19646,25002,26452,50695,31690,43835,44851
"Shom_DM21D06_00589",4612,4379,7394,7980,7106,22440,14829,20204,20006
"Shom_DM21D06_00590",28294,27623,42961,59001,52790,170003,78633,102681,98597
"Shom_DM21D06_00591",1637,1592,2147,1095,1376,994,1013,1534,1002
"Shom_DM21D06_00592",155,153,182,105,126,91,122,170,122
"Shom_DM21D06_00593",1059,985,893,2182,2062,2604,1525,1914,1629
"Shom_DM21D06_00594",36,35,13,45,43,14,21,35,19
"Shom_DM21D06_00595",56,63,84,103,74,54,75,77,60
"Shom_DM21D06_00596",234,216,305,379,346,606,349,437,464
"Shom_DM21D06_00597",991,899,1189,1174,1244,1777,1188,1575,1622
"Shom_DM21D06_00598",947,847,1056,1040,1126,1003,687,1134,1004
"Shom_DM21D06_00599",105,78,88,153,169,121,121,152,117
"Shom_DM21D06_00600",1439,1205,1030,3062,3224,2664,2193,2976,2547
"Shom_DM21D06_00601",56,58,27,95,95,46,53,76,41
"Shom_DM21D06_00602",92,93,112,88,119,89,98,113,78
"Shom_DM21D06_00603",173,133,142,159,201,90,123,183,96
"Shom_DM21D06_00604",288,293,237,304,309,166,231,250,213
"Shom_DM21D06_00605",310,298,252,398,455,270,283,343,278
"Shom_DM21D06_00606",312,313,227,403,467,271,285,359,287
"Shom_DM21D06_00607",142,119,100,195,244,143,142,154,134
"Shom_DM21D06_00608",17,11,4,30,44,22,21,22,18
"Shom_DM21D06_00609",362,342,179,679,693,334,473,552,394
"Shom_DM21D06_00610",187,193,114,344,385,102,235,301,207
"Shom_DM21D06_00611",588,537,551,766,905,392,802,976,746
"Shom_DM21D06_00612",1458,1375,1275,2511,2686,1820,1856,2548,2276
"Shom_DM21D06_00613",271,257,288,473,492,543,330,464,442
"Shom_DM21D06_00614",341,270,406,506,511,464,438,615,506
"Shom_DM21D06_00615",2005,1634,1460,5100,4866,3579,3184,4345,3593
"Shom_DM21D06_00616",355,351,209,891,897,628,547,738,610
"Shom_DM21D06_00617",276,288,182,792,765,474,519,650,527
"Shom_DM21D06_00618",756,700,447,1837,1810,1166,1064,1508,1155
"Shom_DM21D06_00619",549,496,264,1478,1486,904,1007,1295,933
"Shom_DM21D06_00621",561,526,311,1588,1583,805,971,1269,992
"Shom_DM21D06_00622",77,72,23,255,275,178,233,258,178
"Shom_DM21D06_00623",161,125,64,455,496,236,363,431,317
"Shom_DM21D06_00624",327,253,145,1029,967,525,464,700,563
"Shom_DM21D06_00625",239,230,94,819,815,429,528,664,505
"Shom_DM21D06_00626",298,256,116,989,911,479,639,789,590
"Shom_DM21D06_00627",1582,1374,652,5443,5181,2714,3083,4083,2967
"Shom_DM21D06_00628",861,737,360,2915,2892,1479,1679,2242,1633
"Shom_DM21D06_00629",133,139,54,452,471,260,306,409,283
"Shom_DM21D06_00630",143,137,84,551,546,296,344,406,338
"Shom_DM21D06_00631",258,218,124,896,871,482,505,679,534
"Shom_DM21D06_00632",47,43,18,188,187,97,95,141,96
"Shom_DM21D06_00633",749,656,379,3054,2905,1820,1721,2288,1763
"Shom_DM21D06_00634",459,393,210,1740,1701,1097,819,1216,967
"Shom_DM21D06_00635",105,87,46,414,401,283,241,321,260
"Shom_DM21D06_00636",1413,1271,936,6499,6073,4825,3264,4555,3726
"Shom_DM21D06_00637",1646,1449,1203,6896,6411,5070,3495,4882,4041
"Shom_DM21D06_00638",894,786,643,4147,3830,3070,2148,2923,2421
"Shom_DM21D06_00639",91,74,61,415,395,321,210,285,243
"Shom_DM21D06_00640",422,417,286,2164,2048,1682,1320,1668,1588
"Shom_DM21D06_00641",1314,1173,1206,6684,6240,5527,3590,4963,4138
"Shom_DM21D06_00642",916,805,764,5109,4995,4147,2754,3712,2979
"Shom_DM21D06_00643",788,755,644,4166,3900,3385,2022,2829,2258
"Shom_DM21D06_00644",125,132,104,881,820,776,454,580,442
"Shom_DM21D06_00645",78,70,51,1015,960,973,370,480,406
"Shom_DM21D06_00646",41,29,33,559,533,562,229,293,242
"Shom_DM21D06_00647",81,54,69,1084,964,1027,393,512,475
"Shom_DM21D06_00648",92,68,80,934,832,902,408,502,513
"Shom_DM21D06_00649",5252,4549,6526,17982,18224,22946,11448,15274,13478
"Shom_DM21D06_00650",1328,1135,1124,9611,8704,8407,3988,5306,5063
"Shom_DM21D06_00651",129,110,123,1060,975,888,544,665,569
"Shom_DM21D06_00652",3066,2953,4240,2830,3156,3110,3027,4312,3547
"Shom_DM21D06_00653",4807,4592,6882,3946,4982,4614,5361,7529,5966
"Shom_DM21D06_00654",74299,73050,117521,63032,71654,101138,60833,91146,79592
"Shom_DM21D06_00655",5038,5239,6717,3764,3776,4194,3048,4740,4929
"Shom_DM21D06_00656",3504,3515,4407,2569,2605,2694,2246,3187,3378
"Shom_DM21D06_00657",413,389,440,676,683,780,357,452,610
"Shom_DM21D06_00658",13514,12990,8862,3487,7404,2500,6421,8040,4202
"Shom_DM21D06_00659",15455,14818,9121,4358,9545,2137,6329,7855,3478
"Shom_DM21D06_00660",21593,21461,17700,8907,16412,6285,11360,14642,7720
"Shom_DM21D06_00661",73207,70101,53243,101809,112262,99094,107990,141908,83096
"Shom_DM21D06_00662",98398,94346,73896,133972,145059,132633,125841,167818,101474
"Shom_DM21D06_00663",35553,35067,50840,46160,59423,38599,41854,56554,50865
"Shom_DM21D06_00664",10895,10481,10050,14835,14111,12573,10331,14802,15900
"Shom_DM21D06_00665",5392,5292,4259,4154,4646,2888,4245,5401,4706
"Shom_DM21D06_00666",12710,11926,14921,10949,12172,14098,7643,10314,10516
"Shom_DM21D06_00667",6707,6488,7105,6212,7827,7688,7436,10188,8072
"Shom_DM21D06_00668",8351,7071,8687,9376,11459,11575,9924,14651,12106
"Shom_DM21D06_00669",8383,7420,8574,10341,12420,13094,11216,14848,11855
"Shom_DM21D06_00670",25423,23088,14677,9427,15549,4786,16462,24900,10218
"Shom_DM21D06_00671",2068,1974,2755,6728,7247,5057,3788,5399,4160
"Shom_DM21D06_00672",647,650,640,393,634,348,684,897,589
"Shom_DM21D06_00673",1784,1894,1671,1115,1835,965,1723,2522,1724
"Shom_DM21D06_00674",1904,1844,1330,983,1563,634,1423,2062,1220
"Shom_DM21D06_00675",4034,3982,3377,2198,3388,1906,3704,5393,3020
"Shom_DM21D06_00676",57131,53832,79036,110013,88142,181250,64976,84481,97375
"Shom_DM21D06_00677",24737,24631,33671,53938,42836,87421,32526,40955,47508
"Shom_DM21D06_00678",3848,3578,2635,4131,4032,2805,3807,5333,4522
"Shom_DM21D06_00679",10612,10900,7048,11602,11069,7091,9335,13973,11095
"Shom_DM21D06_00680",12757,12553,9718,13909,13207,8571,10367,15378,12170
"Shom_DM21D06_00681",7370,7270,11888,8982,13126,11373,7727,12086,10185
"Shom_DM21D06_00682",4747,4890,7458,4718,6896,6019,4213,7006,6153
"Shom_DM21D06_00683",530,537,979,408,457,554,290,496,503
"Shom_DM21D06_00684",829,787,1322,640,866,789,719,1038,932
"Shom_DM21D06_00685",5402,5340,8249,5444,5905,8463,4941,7268,7034
"Shom_DM21D06_00686",13497,12371,6937,103542,105308,67022,56156,69568,42795
"Shom_DM21D06_00687",16969,15143,24358,14392,17682,14203,14273,20187,18848
"Shom_DM21D06_00688",14648,14255,20561,13316,16752,13424,13183,18297,17950
"Shom_DM21D06_00689",752,693,922,803,941,796,700,1037,920
"Shom_DM21D06_00690",1425,1485,2095,822,1317,771,821,1348,895
"Shom_DM21D06_00691",6248,5685,9080,3252,4561,3107,3287,5033,3432
"Shom_DM21D06_00692",3948,3904,5299,2810,4418,3244,3374,4324,3960
"Shom_DM21D06_00693",16,20,32,37,40,46,21,37,31
"Shom_DM21D06_00694",403,435,579,1028,944,1207,592,961,1148
"Shom_DM21D06_00695",67,60,73,90,101,95,75,108,118
"Shom_DM21D06_00696",37,27,59,82,60,123,55,74,86
"Shom_DM21D06_00697",436,467,626,584,559,655,652,907,843
"Shom_DM21D06_00698",797,865,1170,1045,1021,1167,897,1242,1393
"Shom_DM21D06_00699",409,397,624,306,427,362,363,476,417
"Shom_DM21D06_00700",13055,13060,18149,29808,23335,35681,17555,25668,54657
"Shom_DM21D06_00701",1347,1278,1314,2532,2755,2151,2372,3113,3043
"Shom_DM21D06_00702",5119,4742,6093,7283,8498,7641,7699,10241,10990
