"","Sepi_PJ_010","Sepi_PJ_011","Sepi_PJ_012","Sepi_PJ_013","Sepi_PJ_014","Sepi_PJ_015","Sepi_PJ_016","Sepi_PJ_017","Sepi_PJ_018"
"Sepi_DM24B03_00354",415272,243766,284658,133389,201269,159371,155727,255490,203888
"Sepi_DM24B03_00355",126536,23846,39186,30794,38620,35756,38388,49322,37835
"Sepi_DM24B03_00356",2532,1362,1523,568,861,737,857,1690,1307
"Sepi_DM24B03_00357",20310,10983,12338,14634,22481,19244,21887,36282,29910
"Sepi_DM24B03_00358",247,194,160,110,150,154,85,166,194
"Sepi_DM24B03_00359",797,214,297,4860,6474,5449,3465,4208,4397
"Sepi_DM24B03_00360",5212,2651,3428,15246,21275,17898,20302,25276,16697
"Sepi_DM24B03_00361",8365,5770,6718,3205,4648,3908,4232,6782,6022
"Sepi_DM24B03_00362",1001302,601547,668598,347861,443519,400651,318416,417784,309174
"Sepi_DM24B03_00363",1530671,905369,1071731,522435,683783,589311,488872,617846,412477
"Sepi_DM24B03_00364",538954,348352,391665,136316,185667,167506,114650,159095,115800
"Sepi_DM24B03_00365",1849,3550,2654,2569,3899,3277,2086,3668,3525
"Sepi_DM24B03_00366",3613,2796,3723,1904,3464,2352,1659,1928,1250
"Sepi_DM24B03_00367",14309,13193,14167,7799,13353,11001,6221,9074,7511
"Sepi_DM24B03_00368",4788,4387,4853,2146,3849,3053,1813,2789,2115
"Sepi_DM24B03_00369",5330,9061,6838,51716,77609,73519,39210,82483,85698
"Sepi_DM24B03_00370",4569,6617,5598,30382,49125,45239,23602,44640,40588
"Sepi_DM24B03_00371",10649,13931,11950,5429,10048,8144,4829,9248,7589
"Sepi_DM24B03_00372",5860,10085,8408,2276,4869,3310,2388,4899,3262
"Sepi_DM24B03_00373",24237,44176,34110,13020,25225,17866,12892,25228,17478
"Sepi_DM24B03_00374",32265,11909,14916,23592,29697,24942,39712,46194,35085
"Sepi_DM24B03_00375",67204,18807,29626,46315,55972,49910,63666,72487,57939
"Sepi_DM24B03_00376",811,957,904,1786,2818,2113,2781,4280,2718
"Sepi_DM24B03_00377",19208,17104,16524,14376,22198,18878,13250,22506,17994
"Sepi_DM24B03_00378",123022,454709,282974,439199,624070,543488,228901,383012,381829
"Sepi_DM24B03_00379",20334,45013,33870,21486,38477,33254,21288,34163,24884
"Sepi_DM24B03_00380",7867,33343,20126,25170,47420,41543,9113,8490,13531
"Sepi_DM24B03_00381",1135,405,493,12420,15389,14290,9801,9003,9588
"Sepi_DM24B03_00382",875,475,540,7818,10032,8630,7679,8122,5978
"Sepi_DM24B03_00383",9287,7062,7653,4992,7927,5809,5531,9350,7131
"Sepi_DM24B03_00384",23932,14970,17474,33685,42287,37196,14833,19413,15055
"Sepi_DM24B03_00385",246,444,317,433,602,499,554,843,907
"Sepi_DM24B03_00386",3856,1124,1800,6573,8642,7716,4934,4710,4511
"Sepi_DM24B03_00387",4617,1774,2786,372475,504291,448151,197688,158781,209906
"Sepi_DM24B03_00388",3150,1884,2495,5848,8028,7296,5842,5637,5864
"Sepi_DM24B03_00389",28453,16851,20873,76429,92913,93057,73866,76440,84324
"Sepi_DM24B03_00390",4008,1794,2184,6376,7651,7585,6471,8276,8352
"Sepi_DM24B03_00391",9501,6474,7238,7536,11965,11293,7210,9736,7887
"Sepi_DM24B03_00392",3325,3520,3320,3959,6212,5671,3106,3935,3513
"Sepi_DM24B03_00393",169,163,148,359,546,517,241,265,340
"Sepi_DM24B03_00394",7985,27830,19395,14980,21455,14253,11992,13693,18924
"Sepi_DM24B03_00395",7331,6077,6696,5211,8630,6880,5798,6873,4301
"Sepi_DM24B03_00396",958,5666,3262,3498,6332,4892,1808,2697,2808
"Sepi_DM24B03_00397",603703,458593,500453,518961,780508,614640,639104,1032790,824866
"Sepi_DM24B03_00398",25312,10669,11679,20349,26764,22698,26902,34695,28800
"Sepi_DM24B03_00399",1492,3042,2142,578,873,794,674,745,682
"Sepi_DM24B03_00400",49947,15689,21311,34948,43655,41369,39661,39182,41077
"Sepi_DM24B03_00401",210415,90700,103564,195239,243921,233688,194400,160040,179535
"Sepi_DM24B03_00402",176968,126690,133926,11339,15840,15452,4218,4650,4702
"Sepi_DM24B03_00403",3684,5009,4547,3442,5044,4454,3039,5580,4822
"Sepi_DM24B03_00404",190534,29608,55731,228687,312373,284457,276558,265719,236657
"Sepi_DM24B03_00405",4970,4638,4272,3206,5136,4109,3567,6976,6710
"Sepi_DM24B03_00406",400,930,659,167,305,234,153,152,148
"Sepi_DM24B03_00407",11682,8079,8893,6716,9455,8085,6416,9943,7203
"Sepi_DM24B03_00408",155,106,104,682,949,992,2430,5368,3935
"Sepi_DM24B03_00409",5796,4889,4926,3779,5606,4507,8161,18596,13668
"Sepi_DM24B03_00410",1564,1351,1489,866,1300,1074,1974,3924,2771
"Sepi_DM24B03_00411",6669,6398,6232,3683,5694,5092,7730,16750,12821
"Sepi_DM24B03_00412",1234,1190,1151,612,937,1014,1365,2792,2241
"Sepi_DM24B03_00413",9075,9079,9279,4912,7589,6624,10030,16965,11337
"Sepi_DM24B03_00414",15721,15051,17488,15895,23954,20055,14283,20196,15230
"Sepi_DM24B03_00415",8570,7229,8759,6965,11268,8971,6459,9274,6805
"Sepi_DM24B03_00416",37605,29260,32860,31039,46739,39930,27180,42838,34856
"Sepi_DM24B03_00417",11626,9347,9998,8914,14564,11674,8825,13864,9838
"Sepi_DM24B03_00418",485,523,413,1211,1663,1545,1179,1953,2062
"Sepi_DM24B03_00419",274851,78301,139519,343150,512447,471308,246273,319582,325150
"Sepi_DM24B03_00420",106745,27219,49098,140900,219995,199425,91003,110954,128267
"Sepi_DM24B03_00421",162086,35884,67034,226410,355553,309067,140148,154613,184149
"Sepi_DM24B03_00422",151,281,211,132,230,164,131,233,174
"Sepi_DM24B03_00423",5308,7117,5817,5048,7415,6512,4977,8338,6668
"Sepi_DM24B03_00424",2572,3584,3432,777,1239,886,692,1238,984
"Sepi_DM24B03_00425",2274,2181,2162,333,432,413,377,605,375
"Sepi_DM24B03_00426",9166,6646,7659,7626,11196,8514,8759,12906,8326
"Sepi_DM24B03_00427",38832,27464,30085,113493,142974,127281,119421,202565,151570
"Sepi_DM24B03_00428",9586,9072,7371,8635,11988,10819,10236,14474,12462
"Sepi_DM24B03_00429",37829,6021,10690,16668,19974,17696,30026,37772,32387
"Sepi_DM24B03_00430",1556,3225,2336,1871,3174,2711,1651,2492,2389
"Sepi_DM24B03_00431",53289,13830,19347,45092,47233,42186,82582,89670,68517
"Sepi_DM24B03_00432",3372,9024,6461,2123,3699,2964,3055,5138,3468
"Sepi_DM24B03_00433",12946,11618,11459,14274,20749,18359,16187,22821,15757
"Sepi_DM24B03_00434",45199,38723,40914,35622,52056,45683,32959,54446,38144
"Sepi_DM24B03_00435",5091,10732,8465,8416,11974,11283,6178,10889,9044
"Sepi_DM24B03_00436",2536,1082,1278,2617,3643,3596,1599,1478,1603
"Sepi_DM24B03_00437",1390,485,635,1265,1855,1646,821,860,804
"Sepi_DM24B03_00438",418,160,245,383,541,502,280,248,226
"Sepi_DM24B03_00439",1849,770,998,1679,2271,2212,1137,1321,1180
"Sepi_DM24B03_00440",791,373,456,740,992,924,567,684,614
"Sepi_DM24B03_00441",8379,8847,9233,66995,101154,86136,61842,95300,62669
"Sepi_DM24B03_00442",11959,8311,9618,7153,10967,9262,8867,12989,9368
"Sepi_DM24B03_00443",4523,7354,5524,6382,9098,8094,5279,8173,7236
"Sepi_DM24B03_00444",35660,9537,13031,13497,18073,15919,17966,25961,23159
"Sepi_DM24B03_00445",14243,9607,10290,8739,12609,10691,9289,14575,12492
"Sepi_DM24B03_00446",76,108,90,78,92,98,133,420,320
"Sepi_DM24B03_00447",5707,5673,5300,2336,3550,3056,2355,3544,2879
"Sepi_DM24B03_00448",7822,5893,5828,2406,3448,3083,2454,3760,3282
"Sepi_DM24B03_00449",16977,16253,18180,4343,7143,6299,3557,5451,4211
"Sepi_DM24B03_00450",1631,1744,2078,1237,2047,1790,1600,2205,2070
"Sepi_DM24B03_00451",2990,2137,2520,2080,3160,3330,1951,2214,2361
"Sepi_DM24B03_00452",18811,10017,11793,5687,8716,8180,5946,9295,7330
"Sepi_DM24B03_00453",68343,73547,69162,20968,35894,29817,24732,45677,38291
"Sepi_DM24B03_00454",1649,2668,2112,818,1439,1237,755,1428,1163
"Sepi_DM24B03_00455",53390,62439,59739,26216,42593,35210,26246,37819,30182
"Sepi_DM24B03_00456",12787,27259,19038,12818,21017,18714,9254,16512,15712
"Sepi_DM24B03_00457",7296,7060,6514,3575,5524,4517,3836,6944,5849
"Sepi_DM24B03_00458",33145,33625,32636,14411,21417,19611,14525,27726,24233
"Sepi_DM24B03_00459",94668,41806,51805,330124,436459,336379,414827,547189,525111
"Sepi_DM24B03_00460",504,653,606,333,499,392,362,576,485
"Sepi_DM24B03_00461",2260,2223,2130,7340,9057,9777,6134,6194,6909
"Sepi_DM24B03_00462",3825,4035,3722,16766,21129,22754,13244,12687,14473
"Sepi_DM24B03_00463",63565,32197,36711,41883,57438,52808,41532,65491,53091
"Sepi_DM24B03_00464",24420,8791,12671,15323,21476,19484,12549,12529,13227
"Sepi_DM24B03_00465",10517,1663,2954,3301,4397,3708,5124,4533,3362
"Sepi_DM24B03_00466",1030,895,720,3349,4490,4506,2976,3984,5835
"Sepi_DM24B03_00467",3648,2767,2741,9166,13025,12535,9831,10213,10981
"Sepi_DM24B03_00468",32539,10799,17010,12378,18891,14258,19243,23320,15314
"Sepi_DM24B03_00469",3344,2115,2734,4288,5824,4975,2713,2471,2765
"Sepi_DM24B03_00470",6079,4160,5418,7471,10540,9093,5986,6814,6413
"Sepi_DM24B03_00471",1980,2537,2311,1475,2171,1910,1263,2133,1812
"Sepi_DM24B03_00472",1493,2460,1950,951,1386,1224,857,1458,1243
"Sepi_DM24B03_00473",5405,4846,4740,3400,5319,4238,4452,6354,4431
"Sepi_DM24B03_00474",10007,8509,8133,6512,9254,8350,7716,12724,10689
"Sepi_DM24B03_00475",2944,3980,3953,2329,3943,3313,1728,1760,1729
"Sepi_DM24B03_00476",2397,4397,3165,7946,10412,9502,5672,7937,7607
"Sepi_DM24B03_00477",18075,39653,33132,12786,24306,21087,13157,17310,14142
"Sepi_DM24B03_00478",767,1038,846,912,1511,1240,929,1673,1413
"Sepi_DM24B03_00479",2677,1056,1386,921,1341,1235,950,1191,1050
"Sepi_DM24B03_00480",712979,200374,312817,184444,263954,228061,281244,330620,218994
"Sepi_DM24B03_00481",120756,44261,60004,97741,130708,112949,112505,123477,90375
"Sepi_DM24B03_00482",33789,12977,17377,30068,39948,34706,31881,32952,23090
"Sepi_DM24B03_00483",68937,27384,33246,67353,89049,80058,67966,68539,49164
"Sepi_DM24B03_00484",47863,19866,24886,47242,62594,56935,44982,45852,33770
"Sepi_DM24B03_00485",3546,8309,8045,27626,32485,24278,61884,172399,84420
"Sepi_DM24B03_00486",1908,4526,4351,17054,19754,15078,40990,110794,53714
"Sepi_DM24B03_00487",3083,3622,3398,3332,5080,4752,2406,3598,3795
"Sepi_DM24B03_00488",8048,8017,8440,8463,12402,10983,5822,8042,7998
"Sepi_DM24B03_00489",9394,18827,15762,7545,15488,12606,6860,8991,6861
"Sepi_DM24B03_00490",4876,3513,3414,6090,10051,7824,7484,16067,10983
"Sepi_DM24B03_00491",2101,4099,3347,3077,4393,3822,2389,4222,3496
"Sepi_DM24B03_00492",4561,8573,6705,10518,14718,13023,7840,12631,10085
"Sepi_DM24B03_00493",5010,7070,6906,1163,1853,1538,1128,2104,1635
"Sepi_DM24B03_00494",3542,4413,4027,57850,80899,68358,59174,96854,74469
"Sepi_DM24B03_00495",2900,3259,3072,3295,5098,4187,3632,5903,4441
"Sepi_DM24B03_00496",3582,7994,5560,5285,7729,7076,4678,7670,7292
"Sepi_DM24B03_00497",9325,17134,12679,12362,19870,17990,10576,16255,12996
"Sepi_DM24B03_00498",29623,21986,20903,24701,32982,30259,20044,28715,27761
"Sepi_DM24B03_00499",18491,12218,14113,15865,21745,18516,12565,14934,13504
"Sepi_DM24B03_00500",18080,21633,18958,9180,14968,13366,11897,21128,18721
"Sepi_DM24B03_00501",2711,3383,3163,1218,2236,1939,1538,2745,2361
"Sepi_DM24B03_00502",9113,15237,11776,3480,6156,5115,3611,6994,6211
"Sepi_DM24B03_00503",199814,78763,104493,58106,81865,70247,77597,94656,67838
"Sepi_DM24B03_00504",17565,57964,41451,19640,43179,34591,9553,27113,19461
"Sepi_DM24B03_00505",9596,32422,22738,10000,20469,18045,4686,12980,9368
"Sepi_DM24B03_00506",15556,49266,34487,14129,29722,25898,6640,18080,13008
"Sepi_DM24B03_00507",37609,53621,46588,13222,22862,17917,15334,29348,25856
"Sepi_DM24B03_00508",25293,12977,15927,8192,10766,9723,9592,13672,11179
"Sepi_DM24B03_00509",36606,19013,22232,11802,15996,14136,13252,19529,16694
"Sepi_DM24B03_00510",2080,2811,2535,693,1222,992,681,1223,922
"Sepi_DM24B03_00511",9554,7895,9355,1252,2198,1743,1403,2399,1501
"Sepi_DM24B03_00512",711,1110,903,300,521,461,256,419,366
"Sepi_DM24B03_00513",81673,73451,78658,15574,26763,23338,9329,14249,11786
"Sepi_DM24B03_00514",5209,4828,4593,2885,4889,3685,2986,6314,4517
"Sepi_DM24B03_00515",15,21,29,17,37,23,15,37,29
"Sepi_DM24B03_00516",96316,25394,48743,32119,54331,44377,40787,48135,32586
"Sepi_DM24B03_00517",18133,4493,8008,7599,11351,9261,8461,10707,8045
"Sepi_DM24B03_00518",37029,9241,16669,14045,21610,17685,16448,20920,14709
"Sepi_DM24B03_00519",14081,5517,7292,21415,33240,32153,25500,19488,24950
"Sepi_DM24B03_00520",15429,2892,4657,19397,26225,25818,17305,13452,16142
"Sepi_DM24B03_00521",7933,1463,2135,8820,12344,11966,7786,8359,9965
"Sepi_DM24B03_00522",10108,3281,4650,8760,11327,10841,9393,10277,9213
"Sepi_DM24B03_00523",13700,4477,6462,10949,14443,13306,11843,12025,9788
"Sepi_DM24B03_00524",18301,5817,8480,14330,18765,17757,15330,13773,12097
"Sepi_DM24B03_00525",16232,7661,8970,11797,15129,13925,11828,13707,12288
"Sepi_DM24B03_00526",22855,4394,9548,12572,18924,16903,17366,21490,13893
"Sepi_DM24B03_00527",50019,70948,58332,47622,78836,67375,44534,100578,84566
"Sepi_DM24B03_00528",3026,4163,3486,688,1033,890,1248,2543,2271
"Sepi_DM24B03_00529",4809,10992,8159,5595,8949,6906,4814,8819,7552
"Sepi_DM24B03_00530",69749,114936,93834,45427,72426,62171,32930,56019,44963
"Sepi_DM24B03_00531",29768,29041,31468,5088,8571,6572,5651,10735,8503
"Sepi_DM24B03_00532",25539,9256,10096,24359,30019,27344,33868,40695,39835
"Sepi_DM24B03_00533",3763,11843,7094,2604,4073,3592,2325,4676,4543
"Sepi_DM24B03_00534",112,230,197,84,134,104,87,156,99
"Sepi_DM24B03_00535",7414,4702,6111,1874,2662,2320,1035,1260,907
"Sepi_DM24B03_00536",3254,5886,4664,2551,4293,3224,2334,4270,3657
"Sepi_DM24B03_00537",15405,25805,22291,3318,5435,4734,3536,5594,4285
"Sepi_DM24B03_00538",6685,9742,9394,1436,2467,1967,1592,2477,1569
"Sepi_DM24B03_00539",31123,30113,30425,7986,12142,11009,8563,15612,12625
"Sepi_DM24B03_00540",10933,10412,12709,2163,4108,2898,2906,4129,2278
"Sepi_DM24B03_00541",48658,35450,38583,21086,28857,23670,20227,34304,25363
"Sepi_DM24B03_00542",2034,2772,2519,1365,2321,1831,1180,2257,1663
"Sepi_DM24B03_00543",39492,107417,76394,31118,51106,46097,23445,44155,40447
"Sepi_DM24B03_00544",163456,73684,76465,98868,123782,115252,135401,199058,195710
"Sepi_DM24B03_00545",81297,54828,59139,38361,52983,50149,39136,60892,53934
"Sepi_DM24B03_00546",683374,465122,517865,79994,119029,99699,85939,153439,121870
"Sepi_DM24B03_00547",11644,12437,10975,17762,25916,22089,15542,22511,18594
"Sepi_DM24B03_00548",27138,19565,21824,37695,58661,50278,37293,44770,31310
"Sepi_DM24B03_00549",9927,10831,9709,8713,12465,11161,7889,13135,10465
"Sepi_DM24B03_00550",3610,3494,3501,2654,4086,3445,2770,4516,3102
"Sepi_DM24B03_00551",1477,652,656,1719,1899,2161,390,555,526
"Sepi_DM24B03_00552",1250,708,730,1497,1772,1658,369,564,414
"Sepi_DM24B03_00553",6,22,14,6,17,12,5,12,6
"Sepi_DM24B03_00554",1891,2338,1908,1646,2098,1874,1447,2695,2306
"Sepi_DM24B03_00555",779,1147,917,673,962,948,591,1443,1551
"Sepi_DM24B03_00556",6387,7069,6252,2014,3245,2639,2338,4373,3782
"Sepi_DM24B03_00557",28069,35787,31116,13989,21422,18806,11222,17674,15987
"Sepi_DM24B03_00558",22394,28498,24704,10655,15079,14424,8326,11925,10370
"Sepi_DM24B03_00559",4285,5485,4526,5251,7327,6878,4843,9502,9134
"Sepi_DM24B03_00560",7816,14854,12745,796,1535,1208,700,1101,810
"Sepi_DM24B03_00561",24802,41617,37184,2615,4786,4069,2311,4181,3206
"Sepi_DM24B03_00562",3647,9672,6555,3163,5623,4720,2720,5165,4795
"Sepi_DM24B03_00563",7124,11296,10085,6274,9523,7519,6260,9597,6931
"Sepi_DM24B03_00564",2121,2347,2063,3092,4137,4064,3088,4903,4543
"Sepi_DM24B03_00565",2814,3367,2851,4221,5758,5376,4477,6691,6022
"Sepi_DM24B03_00566",12046,20540,17320,10116,15330,13665,10170,16077,12737
"Sepi_DM24B03_00567",17812,24074,22202,9856,15538,13019,10297,15265,11373
"Sepi_DM24B03_00568",17762,18954,18465,45415,67060,60661,22674,26827,30985
"Sepi_DM24B03_00569",1671,1721,1695,765,1217,1029,625,985,805
"Sepi_DM24B03_00570",3696,3604,3579,1697,2502,2220,1232,2092,1653
"Sepi_DM24B03_00571",6408,5836,5838,2653,4221,3551,2031,3284,2502
"Sepi_DM24B03_00572",1119,1943,1387,1130,1692,1392,1155,2005,1715
"Sepi_DM24B03_00573",6782,9078,8661,4748,7538,6427,4603,7969,6645
"Sepi_DM24B03_00574",8222,7861,7959,6050,9204,8072,6710,10444,8564
"Sepi_DM24B03_00575",8639,13226,11278,2852,4797,3837,3687,6091,5210
"Sepi_DM24B03_00576",2706,2615,2473,2969,4037,3490,3069,4895,4401
"Sepi_DM24B03_00577",8655,8201,7826,5087,7815,6376,6199,10548,8940
"Sepi_DM24B03_00578",203,163,161,68,116,82,67,142,128
"Sepi_DM24B03_00579",24847,67153,47647,35342,48838,46269,21845,37879,35411
"Sepi_DM24B03_00580",36271,14005,18630,19977,25892,22669,23538,29213,20447
"Sepi_DM24B03_00581",580,258,290,1731,2226,2386,1342,1450,1434
"Sepi_DM24B03_00582",15528,2775,5154,16133,20819,19481,13032,10227,12394
"Sepi_DM24B03_00583",2900,759,988,3073,4020,4601,2942,2675,3079
"Sepi_DM24B03_00584",2337,937,1037,2399,3171,3301,2339,2728,2728
"Sepi_DM24B03_00585",8816,12307,12614,4898,7648,6573,3979,5401,4263
"Sepi_DM24B03_00586",7353,5647,6704,6650,9845,7991,8529,7357,5735
"Sepi_DM24B03_00587",7647,12206,9652,10352,15485,14690,8368,16164,16596
"Sepi_DM24B03_00588",8059,7305,7638,9291,12488,10588,11007,17676,14329
"Sepi_DM24B03_00589",21968,14661,14893,11703,15606,14337,17111,20566,20516
"Sepi_DM24B03_00590",1645,3438,2577,2659,4375,3650,2985,6049,5128
"Sepi_DM24B03_00591",282,644,490,432,699,607,512,962,782
"Sepi_DM24B03_00592",4253,3184,3907,2360,3602,2906,2697,3645,2525
"Sepi_DM24B03_00593",13269,11583,11788,8847,11743,11153,8072,14586,13512
"Sepi_DM24B03_00594",13158,10232,11362,25906,40816,35216,24966,43087,30054
"Sepi_DM24B03_00595",17582,9855,9894,41627,47581,61349,40980,38802,48723
"Sepi_DM24B03_00596",29943,23508,21358,159318,184123,223702,137419,123323,167800
"Sepi_DM24B03_00597",10821,7571,8223,17908,25246,28222,26236,21975,24661
"Sepi_DM24B03_00598",28152,20998,20816,49804,66515,73959,67858,72601,84933
"Sepi_DM24B03_00599",29,27,25,162,173,189,169,221,181
"Sepi_DM24B03_00600",2950,4197,3723,2306,3676,3186,2241,3801,3379
"Sepi_DM24B03_00601",7869,4691,5235,15780,20622,18177,17315,25805,21906
"Sepi_DM24B03_00602",2132,2323,2249,10539,16382,12980,11152,17354,14350
"Sepi_DM24B03_00603",31298,45101,42180,22718,37194,29932,30483,46642,34037
"Sepi_DM24B03_00604",10984,8015,10125,91529,134010,119290,56590,57101,50663
"Sepi_DM24B03_00605",3308,2198,2605,19136,27687,27812,12702,14282,13434
"Sepi_DM24B03_00606",3111,5373,4493,8717,12299,11926,5438,7146,6563
"Sepi_DM24B03_00607",9062,14963,13109,24178,35613,33434,16523,19171,14859
"Sepi_DM24B03_00608",10013,14942,13271,4921,8375,6508,4535,7429,5655
"Sepi_DM24B03_00609",30859,15626,17768,92144,120329,100952,69568,75439,83535
"Sepi_DM24B03_00610",30,65,50,58,80,74,43,30,23
"Sepi_DM24B03_00611",191,435,286,496,723,732,349,398,453
"Sepi_DM24B03_00612",3460,11722,7656,23564,31375,27323,8771,11874,11921
"Sepi_DM24B03_00613",23895,24857,23490,17510,24803,22377,14373,25434,24306
"Sepi_DM24B03_00614",33192,26886,27065,14535,20915,17898,14557,19411,14549
"Sepi_DM24B03_00615",44362,37010,37476,20184,27575,24391,18942,24849,17695
"Sepi_DM24B03_00616",3168,12513,7484,12598,22067,20431,4008,3303,5688
"Sepi_DM24B03_00617",11239,9917,9458,9437,13899,12675,12953,19782,18567
"Sepi_DM24B03_00618",3724,3478,3232,2659,3979,3647,3908,5637,4855
"Sepi_DM24B03_00619",7267,4193,4775,4535,6475,5743,6650,9529,7837
"Sepi_DM24B03_00620",8298,6811,6766,3402,4607,4365,4733,8060,7460
"Sepi_DM24B03_00621",37976,35103,30961,26754,47348,54769,18271,24446,37471
"Sepi_DM24B03_00622",15469,14617,13327,10729,19638,21691,7571,9544,13660
"Sepi_DM24B03_00623",13962,14413,12665,10280,18760,21395,7305,9539,14103
"Sepi_DM24B03_00624",15012,17313,13590,14447,25462,30549,9659,12896,21425
"Sepi_DM24B03_00625",21287,28568,23063,23154,43371,47896,16434,19761,29367
"Sepi_DM24B03_00626",5678,8043,6572,6687,12425,13175,4792,6633,8303
"Sepi_DM24B03_00627",2462,3241,2811,2648,5203,5860,2074,2610,3345
"Sepi_DM24B03_00628",3552,5105,4467,2162,3425,3024,2447,4362,3896
"Sepi_DM24B03_00629",5793,10209,8673,5812,11227,8944,3708,10357,8079
"Sepi_DM24B03_00630",3783,5782,5493,4633,6856,5684,3152,3730,2679
"Sepi_DM24B03_00631",6574,10223,8518,5283,7833,7825,4799,8202,7457
"Sepi_DM24B03_00632",6875,10759,9625,4789,7811,6696,4617,8074,6714
"Sepi_DM24B03_00633",3164,2342,2249,1989,2879,2629,1944,3143,2801
"Sepi_DM24B03_00634",56825,24946,30928,13857,19921,17500,14584,21584,18383
"Sepi_DM24B03_00635",13219,7246,9296,3711,5550,4605,3674,5133,3695
"Sepi_DM24B03_00636",7564,4938,5779,2315,3667,3326,2139,2748,2142
"Sepi_DM24B03_00637",17181,11467,12681,5279,8013,7227,4814,6225,5381
"Sepi_DM24B03_00638",5500,3563,4099,1712,2581,2368,1406,1801,1594
"Sepi_DM24B03_00639",2506,2436,2116,8117,10187,10124,6403,8022,9477
"Sepi_DM24B03_00640",16706,8218,9956,5466,7873,7386,3358,3255,3693
"Sepi_DM24B03_00641",9761,4860,5821,3880,5685,5483,2559,2551,2848
"Sepi_DM24B03_00642",7980,5119,5614,4486,6673,6174,4046,4762,4061
"Sepi_DM24B03_00643",4095,2770,2967,2221,3277,2988,2000,2543,2158
"Sepi_DM24B03_00644",6836,4811,5139,3171,4897,4793,2818,3652,3296
"Sepi_DM24B03_00645",11447,8527,9861,4365,6716,6063,4132,5169,3850
"Sepi_DM24B03_00646",27960,25470,23403,9444,13661,11915,10046,15853,13773
"Sepi_DM24B03_00647",2687,4126,3210,2209,3176,3067,2221,3280,2613
"Sepi_DM24B03_00648",352,860,634,308,520,465,252,300,227
"Sepi_DM24B03_00649",2649,3263,2883,5019,7763,6215,4631,6760,5354
"Sepi_DM24B03_00650",65,56,64,82,103,98,69,95,44
"Sepi_DM24B03_00651",55086,35727,36795,30413,46326,37788,32244,39438,28766
"Sepi_DM24B03_00652",13629,10733,8912,32909,43370,47044,24494,26829,28968
"Sepi_DM24B03_00653",843,1065,1135,287,468,401,330,481,342
"Sepi_DM24B03_00654",871,1761,1379,757,1372,1044,721,1322,1125
"Sepi_DM24B03_00655",3457,4136,3850,2456,3831,3214,2342,4150,3380
"Sepi_DM24B03_00656",18483,17797,17462,6668,9424,8470,8251,11155,8297
"Sepi_DM24B03_00657",11431,19107,17311,3651,5729,4809,3567,6009,3926
"Sepi_DM24B03_00658",8,14,12,14,23,19,12,14,10
"Sepi_DM24B03_00659",21191,18987,21553,17447,25313,22156,15655,20923,16566
"Sepi_DM24B03_00660",33126,37995,37738,19117,33352,27876,13137,15943,11923
"Sepi_DM24B03_00661",46059,24972,30329,32800,42238,37467,42281,61145,49177
"Sepi_DM24B03_00662",12055,66938,38137,13420,28135,26329,13123,14078,18751
"Sepi_DM24B03_00663",14802,81379,50559,15838,33504,31440,16995,13812,16999
"Sepi_DM24B03_00664",13085,82998,43782,17683,34058,36717,16861,14613,23504
"Sepi_DM24B03_00665",7055,36475,19652,7744,14803,15870,7419,6636,11512
"Sepi_DM24B03_00666",28337,81850,53580,17754,32997,34511,16289,13536,20041
"Sepi_DM24B03_00667",7595,26273,14543,7485,13418,16404,6398,5071,8917
"Sepi_DM24B03_00668",21076,66344,33101,21783,35111,44726,15706,14700,29791
"Sepi_DM24B03_00669",31683,78818,46057,26060,45076,58593,19666,15507,26900
"Sepi_DM24B03_00670",17807,39048,24660,13544,23967,29121,9909,7295,11635
"Sepi_DM24B03_00671",9040,18746,11522,7265,12623,15969,4956,3960,6159
"Sepi_DM24B03_00672",22957,45509,27339,18692,30368,42237,11813,9660,16758
"Sepi_DM24B03_00673",16695,31720,19823,13871,22998,32944,8558,6334,11537
"Sepi_DM24B03_00674",16816,30600,19159,13200,22789,30498,8390,6420,10324
"Sepi_DM24B03_00675",28783,48211,34132,21404,36126,48179,12706,9348,14524
"Sepi_DM24B03_00676",11304,17132,11978,8003,13787,19026,4666,3407,5446
"Sepi_DM24B03_00677",20087,30180,22338,13119,22977,30490,7663,5621,7968
"Sepi_DM24B03_00678",20092,27867,21700,12563,22451,29003,7287,5079,7002
"Sepi_DM24B03_00679",34839,46062,33629,24131,40207,52821,11980,9541,15814
"Sepi_DM24B03_00680",42930,50351,39115,27397,45019,58545,13119,10236,15541
"Sepi_DM24B03_00681",15711,16654,14039,9190,15989,18238,4906,3794,5016
"Sepi_DM24B03_00682",40123,36939,35676,24394,38526,40809,13826,12719,13017
"Sepi_DM24B03_00683",181739,153026,152002,129823,193460,211220,80409,75118,74919
"Sepi_DM24B03_00684",105951,86195,90727,64393,101638,112727,39222,31566,31806
"Sepi_DM24B03_00685",48109,40269,40730,28419,45375,50431,17227,14390,16426
"Sepi_DM24B03_00686",42578,34885,36530,23021,37883,41146,14550,11834,12135
"Sepi_DM24B03_00687",99735,81296,88800,57602,87992,92921,33324,27368,27291
"Sepi_DM24B03_00688",153143,128604,130151,88367,131749,147734,50442,46587,50113
"Sepi_DM24B03_00689",147963,128633,146877,68799,112429,111139,42769,37473,31596
"Sepi_DM24B03_00690",85210,80586,82833,40246,63721,64133,23925,25418,23802
