## Fri Jan 13 16:40:48 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_3879	865861.AZSU01000003_gene2191	1.74e-213	615.0	COG2189@1|root,COG2189@2|Bacteria,1TR8A@1239|Firmicutes,249A1@186801|Clostridia,36ENX@31979|Clostridiaceae	186801|Clostridia	L	PFAM DNA methylase	-	-	2.1.1.72,3.1.21.5	ko:K01156,ko:K07316	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
group_1456	176279.SERP2215	2.69e-35	120.0	29IF2@1|root,305C9@2|Bacteria,1TY0T@1239|Firmicutes,4I73R@91061|Bacilli,4GZX9@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tri1	176279.SERP2218	1.92e-237	652.0	COG1397@1|root,COG1397@2|Bacteria,1TQXG@1239|Firmicutes,4HE5F@91061|Bacilli,4H0AB@90964|Staphylococcaceae	91061|Bacilli	O	ADP-ribosylglycohydrolase	draG	-	3.2.2.24	ko:K05521	-	-	-	-	ko00000,ko01000	-	-	-	ADP_ribosyl_GH
group_1827	342451.SSP1894	2.08e-160	453.0	COG2267@1|root,COG2267@2|Bacteria,1UZ5S@1239|Firmicutes,4HG02@91061|Bacilli,4GXMP@90964|Staphylococcaceae	91061|Bacilli	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
group_2948	1197952.I6SB23_9CAUD	7.77e-36	128.0	4QAZF@10239|Viruses,4QUTY@35237|dsDNA viruses  no RNA stage,4QPH6@28883|Caudovirales,4QM17@10699|Siphoviridae	10699|Siphoviridae	S	Protein of unknwon function (DUF3310)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3310
group_1291	572479.Hprae_1173	1.14e-97	302.0	COG3440@1|root,COG3440@2|Bacteria	2|Bacteria	V	regulation of methylation-dependent chromatin silencing	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1498	572479.Hprae_1174	2.05e-123	364.0	COG3392@1|root,COG3392@2|Bacteria	2|Bacteria	L	D12 class N6 adenine-specific DNA methyltransferase	dam	-	2.1.1.72	ko:K06223,ko:K07318	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko02048,ko03032,ko03400	-	-	-	MethyltransfD12
haeIIIM	1214184.ALKY01000018_gene506	1.39e-156	448.0	COG0270@1|root,COG0270@2|Bacteria,1TSNX@1239|Firmicutes,4HDW0@91061|Bacilli,1WTJT@1307|Streptococcus suis	91061|Bacilli	L	C-5 cytosine-specific DNA methylase	-	GO:0003674,GO:0003824,GO:0003886,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009008,GO:0009307,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0032776,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0044728,GO:0046483,GO:0050896,GO:0071704,GO:0090116,GO:0090304,GO:0099046,GO:0140097,GO:1901360	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
lpdA_2	176280.SE_0077	0.0	896.0	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,4HB3K@91061|Bacilli,4H0GY@90964|Staphylococcaceae	91061|Bacilli	C	FAD dependent oxidoreductase	-	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyr_redox_2,Pyr_redox_dim
group_3881	176280.SE_0078	1.28e-147	416.0	COG4300@1|root,COG4300@2|Bacteria,1V1RM@1239|Firmicutes,4HGMR@91061|Bacilli,4GYB3@90964|Staphylococcaceae	91061|Bacilli	P	Cadmium resistance transporter	-	-	-	-	-	-	-	-	-	-	-	-	Cad
group_2222	1194526.A284_00640	1.54e-108	317.0	COG0546@1|root,COG0546@2|Bacteria,1V60J@1239|Firmicutes,4HI7Y@91061|Bacilli,4GZ0A@90964|Staphylococcaceae	91061|Bacilli	S	HAD hydrolase, family IA, variant 1	-	-	-	-	-	-	-	-	-	-	-	-	HAD_2
blaR1	176279.SERP1460	0.0	1131.0	COG2602@1|root,COG4219@1|root,COG2602@2|Bacteria,COG4219@2|Bacteria,1TP3Z@1239|Firmicutes,4HB9X@91061|Bacilli,4GX27@90964|Staphylococcaceae	91061|Bacilli	KTV	Regulatory protein BlaR1	blaR1-1	GO:0003674,GO:0005488,GO:0008144,GO:0008150,GO:0008658,GO:0031406,GO:0033218,GO:0033293,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043177,GO:0046677,GO:0050896,GO:0097159,GO:1901363,GO:1901681	-	ko:K02172,ko:K02547	ko01501,map01501	M00625,M00627	-	-	ko00000,ko00001,ko00002,ko01002,ko01504	-	-	-	Peptidase_M56,Transpeptidase
blaZ	176279.SERP1461	1.56e-192	535.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,4HAQ1@91061|Bacilli,4GXCV@90964|Staphylococcaceae	91061|Bacilli	V	beta-lactamase	penP	GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0006807,GO:0008150,GO:0008152,GO:0008800,GO:0009056,GO:0009308,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0016999,GO:0017001,GO:0017144,GO:0030653,GO:0030655,GO:0034641,GO:0042221,GO:0043603,GO:0043605,GO:0044106,GO:0044237,GO:0044248,GO:0044270,GO:0044281,GO:0046483,GO:0046677,GO:0046700,GO:0050896,GO:0071704,GO:0072338,GO:0072340,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575	3.5.2.6	ko:K17836,ko:K18766	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
group_1878	176280.SE_0213	1.16e-166	468.0	COG1277@1|root,COG1277@2|Bacteria,1V1GX@1239|Firmicutes,4HG2P@91061|Bacilli,4GXIV@90964|Staphylococcaceae	91061|Bacilli	S	ABC-2 family transporter protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_4
group_2059	176280.SE_0212	4.09e-154	434.0	COG1131@1|root,COG1131@2|Bacteria,1TP4J@1239|Firmicutes,4HBGH@91061|Bacilli,4GX8G@90964|Staphylococcaceae	91061|Bacilli	V	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
group_869	435838.HMPREF0786_01864	7.15e-51	162.0	2BRMA@1|root,32KKQ@2|Bacteria,1TY7G@1239|Firmicutes,4I7AV@91061|Bacilli,4H09F@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1858	176280.SE_2201	1.43e-102	312.0	COG4195@1|root,COG4195@2|Bacteria,1VBQ5@1239|Firmicutes,4HK5Q@91061|Bacilli,4GYN7@90964|Staphylococcaceae	91061|Bacilli	S	Pfam:DUF867	ymaC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Gamma_PGA_hydro
group_1398	1034809.SLUG_18310	1.08e-22	88.6	29UYW@1|root,30GBW@2|Bacteria,1TY7Z@1239|Firmicutes,4I7BB@91061|Bacilli,4H0A6@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_48	1034809.SLUG_18320	6.69e-56	178.0	COG2369@1|root,COG2369@2|Bacteria,1U0BP@1239|Firmicutes,4I9NG@91061|Bacilli,4GZXF@90964|Staphylococcaceae	91061|Bacilli	S	Bacterial toxin 50	-	-	-	-	-	-	-	-	-	-	-	-	Ntox50
group_2501	176279.SERP2292	1.23e-130	370.0	COG1309@1|root,COG1309@2|Bacteria,1VK5W@1239|Firmicutes,4HSDE@91061|Bacilli,4GXNZ@90964|Staphylococcaceae	91061|Bacilli	K	transcriptional regulator IcaR	icaR	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	ko:K21453	-	-	-	-	ko00000,ko03000	-	-	-	TetR_N
group_1205	176279.SERP2293	1.29e-298	814.0	COG1215@1|root,COG1215@2|Bacteria,1TR2P@1239|Firmicutes,4HAQN@91061|Bacilli,4GY0I@90964|Staphylococcaceae	91061|Bacilli	M	N-acetylglucosaminyltransferase that catalyzes the polymerization of single monomer units of UDP-N-acetylglucosamine to produce the linear homopolymer poly-beta-1,6-N-acetyl-D- glucosamine (PNAG, also referred to as PIA), a biofilm adhesin polysaccharide. Requires IcaD for full activity	icaA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008194,GO:0008375,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K11936	ko02026,map02026	-	-	-	ko00000,ko00001,ko01000,ko01003,ko02000	4.D.1.1.2,4.D.1.1.3	GT2	-	Glycos_transf_2
group_555	176279.SERP2294	2.31e-63	194.0	29IH2@1|root,305E9@2|Bacteria,1TY3I@1239|Firmicutes,4I76N@91061|Bacilli,4H02T@90964|Staphylococcaceae	91061|Bacilli	-	-	icaD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K21461	-	-	-	-	ko00000	-	-	-	-
group_1759	176279.SERP2295	1.26e-211	584.0	COG0726@1|root,COG0726@2|Bacteria,1V47P@1239|Firmicutes,4HHJX@91061|Bacilli,4GYR5@90964|Staphylococcaceae	91061|Bacilli	G	Catalyzes the N-deacetylation of poly-beta-1,6-N-acetyl- D-glucosamine (PNAG, also referred to as PIA), a biofilm adhesin polysaccharide	icaB	GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005975,GO:0008150,GO:0008152,GO:0009405,GO:0016787,GO:0016810,GO:0016811,GO:0030312,GO:0044238,GO:0044419,GO:0044464,GO:0051704,GO:0071704,GO:0071944	-	ko:K21478	-	-	R03096	RC00010	ko00000,ko01000	-	-	-	Polysacc_deac_1
group_1427	176279.SERP2296	9.83e-224	620.0	COG3936@1|root,COG3936@2|Bacteria,1VCR4@1239|Firmicutes,4HN56@91061|Bacilli,4GX3U@90964|Staphylococcaceae	91061|Bacilli	G	transferase activity, transferring acyl groups other than amino-acyl groups	icaC	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0016740,GO:0016746,GO:0016747,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K21462	-	-	-	-	ko00000	-	-	-	Acyl_transf_3
group_1065	435838.HMPREF0786_01554	1.43e-29	108.0	COG0477@1|root,COG2814@2|Bacteria,1TREV@1239|Firmicutes,4HAN1@91061|Bacilli,4GY52@90964|Staphylococcaceae	91061|Bacilli	EGP	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	csbC	GO:0003674,GO:0005215,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0034219,GO:0034220,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	-	ko:K08139	ko04113,map04113	-	-	-	ko00000,ko00001,ko02000	2.A.1.1	-	-	Sugar_tr
ghrB	279808.SH0070	5.39e-98	286.0	COG1052@1|root,COG1052@2|Bacteria,1TPCX@1239|Firmicutes,4HASY@91061|Bacilli,4GX53@90964|Staphylococcaceae	91061|Bacilli	CH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	-	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0036094,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	1.1.1.26	ko:K00015	ko00630,ko01100,ko01110,ko01120,map00630,map01100,map01110,map01120	-	R00717,R01388	RC00031,RC00042	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh
group_968	176280.SE_0112	0.0	944.0	COG0076@1|root,COG0076@2|Bacteria,1TSK0@1239|Firmicutes,4IRCF@91061|Bacilli,4GXBY@90964|Staphylococcaceae	91061|Bacilli	E	Pyridoxal-dependent decarboxylase conserved domain	-	-	-	-	-	-	-	-	-	-	-	-	Pyridoxal_deC
group_1363	431943.CKL_3835	8.86e-82	261.0	COG0542@1|root,COG0542@2|Bacteria,1UZ7G@1239|Firmicutes,24C8B@186801|Clostridia	186801|Clostridia	O	Torsin	-	-	-	-	-	-	-	-	-	-	-	-	AAA_2
group_1883	1232447.BAHW02000023_gene1479	1.28e-50	172.0	2B7B4@1|root,320E7@2|Bacteria,1V8P5@1239|Firmicutes,24NNJ@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_959	342451.SSP0039	8.28e-309	845.0	29I5Y@1|root,30533@2|Bacteria,1TXMC@1239|Firmicutes,4I6MD@91061|Bacilli,4GXQ1@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3883	190304.FN2074	1.77e-166	500.0	COG0863@1|root,COG0863@2|Bacteria	2|Bacteria	L	N-4 methylation of cytosine	-	-	2.1.1.113,2.1.1.72	ko:K00571,ko:K00590	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase
fabI_1	279808.SH1947	3.8e-176	491.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0047117,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
group_3884	1278311.AUAL01000001_gene53	2.35e-128	380.0	2F068@1|root,33T9U@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1548	629742.STAHO0001_0653	1.59e-24	93.2	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4I2PR@91061|Bacilli,4GZX0@90964|Staphylococcaceae	91061|Bacilli	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	-
group_419	176279.SERP0211	3.08e-72	216.0	COG0640@1|root,COG0640@2|Bacteria,1VEER@1239|Firmicutes,4HPIB@91061|Bacilli,4GZGU@90964|Staphylococcaceae	91061|Bacilli	K	arsenical resistance operon repressor	arsR	-	-	ko:K03892	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
group_1441	1197952.I6SMN0_9CAUD	3.11e-249	684.0	4QAQE@10239|Viruses,4QUYF@35237|dsDNA viruses  no RNA stage,4QPDM@28883|Caudovirales,4QKN9@10699|Siphoviridae	10699|Siphoviridae	S	Phage integrase family	-	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008907,GO:0009987,GO:0015074,GO:0016032,GO:0016740,GO:0016787,GO:0019042,GO:0019043,GO:0019045,GO:0019046,GO:0019058,GO:0030260,GO:0032359,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044403,GO:0044409,GO:0044419,GO:0044826,GO:0046483,GO:0046718,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0071704,GO:0075713,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
group_1875	984892.SPSE_1944	5.46e-138	395.0	28KYP@1|root,2ZAE6@2|Bacteria,1V775@1239|Firmicutes,4HMWB@91061|Bacilli,4H0AK@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function DUF1829	-	-	-	-	-	-	-	-	-	-	-	-	DUF1828,DUF1829
group_1140	861530.ALOZ01000074_gene991	1.67e-46	149.0	296VE@1|root,305SW@2|Bacteria,1TYM3@1239|Firmicutes,4I7RK@91061|Bacilli,4H16W@90964|Staphylococcaceae	91061|Bacilli	S	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	-
group_1174	435838.HMPREF0786_00898	2.93e-46	149.0	2DIGU@1|root,3038C@2|Bacteria,1TTTQ@1239|Firmicutes,4I79W@91061|Bacilli,4H085@90964|Staphylococcaceae	91061|Bacilli	S	Protein of unknown function (DUF2829)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2829
group_1302	525378.HMPREF0793_1836	1.34e-34	119.0	2BA2E@1|root,323G6@2|Bacteria,1TVVJ@1239|Firmicutes,4I4E9@91061|Bacilli,4H01Z@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_773	326036.A1KX03_9CAUD	1.52e-44	145.0	4QEQ6@10239|Viruses,4QUS2@35237|dsDNA viruses  no RNA stage,4QRWG@28883|Caudovirales,4QN1K@10699|Siphoviridae	10699|Siphoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_435	1147044.H9A0L2_9CAUD	0.0	1171.0	4QG2D@10239|Viruses,4QY76@35237|dsDNA viruses  no RNA stage,4QSXU@28883|Caudovirales,4QM4M@10699|Siphoviridae	10699|Siphoviridae	S	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_23
group_2792	435838.HMPREF0786_00877	1.35e-57	184.0	COG3747@1|root,COG3747@2|Bacteria,1VW7W@1239|Firmicutes,4HR5B@91061|Bacilli,4GZXS@90964|Staphylococcaceae	91061|Bacilli	L	phage terminase small subunit	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_4
group_1991	1288.SXYLSMQ121_2485	2.44e-123	357.0	COG1121@1|root,COG1121@2|Bacteria,1TQJ3@1239|Firmicutes,4HA2W@91061|Bacilli,4GXKS@90964|Staphylococcaceae	91061|Bacilli	P	ABC transporter, ATP-binding protein	sitB	-	3.6.3.35	ko:K02074,ko:K09820,ko:K10830,ko:K11706,ko:K19973	ko02010,map02010	M00243,M00244,M00318,M00791,M00792	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.15,3.A.1.15.14,3.A.1.15.15,3.A.1.15.2,3.A.1.15.6	-	-	ABC_tran
group_1812	1288.SXYLSMQ121_2484	1.55e-159	451.0	COG1108@1|root,COG1108@2|Bacteria,1TPZB@1239|Firmicutes,4HBD7@91061|Bacilli,4GYAN@90964|Staphylococcaceae	91061|Bacilli	P	ABC 3 transport family	-	-	-	ko:K19976	ko02010,map02010	M00792	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.15	-	-	ABC-3
group_1590	1288.SXYLSMQ121_2483	2.1e-162	462.0	COG0803@1|root,COG0803@2|Bacteria,1TRKU@1239|Firmicutes,4HAKT@91061|Bacilli,4GXQP@90964|Staphylococcaceae	91061|Bacilli	P	Belongs to the bacterial solute-binding protein 9 family	-	-	-	ko:K19971,ko:K19975	ko02010,map02010	M00791,M00792	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.14,3.A.1.15.15,3.A.1.15.2	-	-	ZnuA
group_2859	525378.HMPREF0793_0399	2.38e-75	228.0	COG2427@1|root,COG2427@2|Bacteria,1VDZ4@1239|Firmicutes,4HM84@91061|Bacilli,4GYYZ@90964|Staphylococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1641)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1641
group_1274	176280.SE_0101	1.05e-42	143.0	COG2801@1|root,COG2801@2|Bacteria,1TSET@1239|Firmicutes,4HAMH@91061|Bacilli,4GYWR@90964|Staphylococcaceae	91061|Bacilli	L	Molecular Function DNA binding, Biological Process DNA recombination	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	rve_3
group_3446	1234593.ANBY01000007_gene335	5.38e-35	131.0	COG0770@1|root,COG0770@2|Bacteria,1V3EJ@1239|Firmicutes,4HGPM@91061|Bacilli,4GYBN@90964|Staphylococcaceae	91061|Bacilli	M	Mur ligase middle domain	-	-	6.3.2.10	ko:K01929	ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502	-	R04573,R04617	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	-
group_1224	629742.STAHO0001_0577	4.33e-32	114.0	COG2963@1|root,COG2963@2|Bacteria,1VFYX@1239|Firmicutes,4HNKT@91061|Bacilli,4GZQE@90964|Staphylococcaceae	91061|Bacilli	L	transposase activity	-	-	-	-	-	-	-	-	-	-	-	-	HTH_28
treR	435837.HMPREF0798_01568	4.08e-143	407.0	COG2188@1|root,COG2188@2|Bacteria,1TRF6@1239|Firmicutes,4HDCX@91061|Bacilli,4GYA8@90964|Staphylococcaceae	91061|Bacilli	K	trehalose operon transcriptional repressor	treR	-	-	ko:K03486	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
treC	435837.HMPREF0798_01569	0.0	1088.0	COG0366@1|root,COG0366@2|Bacteria,1TP53@1239|Firmicutes,4HA1G@91061|Bacilli,4GWZH@90964|Staphylococcaceae	91061|Bacilli	G	Alpha-amylase domain	treC	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0008150,GO:0008152,GO:0008788,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044464,GO:0046352,GO:0071704,GO:1901575	3.2.1.93	ko:K01226	ko00500,map00500	-	R00837,R06113	RC00049	ko00000,ko00001,ko01000	-	GH13	-	Alpha-amylase
treP	629742.STAHO0001_2089	0.0	875.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TP5X@1239|Firmicutes,4HA0I@91061|Bacilli,4GWVX@90964|Staphylococcaceae	91061|Bacilli	G	PTS system	treP	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0008982,GO:0009401,GO:0009987,GO:0015144,GO:0015154,GO:0015157,GO:0015574,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0031224,GO:0034219,GO:0044237,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090589	2.7.1.201	ko:K02818,ko:K02819	ko00500,ko02060,map00500,map02060	M00270	R02780	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.13,4.A.1.2.4,4.A.1.2.8	-	iYO844.BSU07800	PTS_EIIB,PTS_EIIC
group_1221	1141106.CAIB01000094_gene721	9.44e-124	369.0	COG0732@1|root,COG0732@2|Bacteria,1TT28@1239|Firmicutes,4HK4M@91061|Bacilli,4GYUX@90964|Staphylococcaceae	91061|Bacilli	V	Type I restriction modification DNA specificity domain protein	-	-	3.1.21.3	ko:K01154	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Methylase_S
group_1895	176279.SERP2354	2.81e-136	390.0	COG0627@1|root,COG0627@2|Bacteria,1TPA9@1239|Firmicutes,4HJU3@91061|Bacilli,4GY37@90964|Staphylococcaceae	91061|Bacilli	S	Tributyrin esterase	-	-	-	-	-	-	-	-	-	-	-	-	Esterase
